id,judul,isi,kategori,input_text,urgency,intent,location,object,sentiment,summary
8112571,simulasi : KEBOCORAN PELANGGAN,Kebocoran pipa di jalan antasari kotawaringin barat,Infrastruktur,"Judul: simulasi : KEBOCORAN PELANGGAN
Laporan: Kebocoran pipa di jalan antasari kotawaringin barat",high,complaint,jalan antasari kotawaringin barat,kebocoran pipa,negatif,Kebocoran pipa mengancam jalan di Kotawaringin Barat
8113636,Gangguan Rombong Pkl Di Bahu Jalan,"Selamat pagi.kami laporkan pengaduan masalah ketertiban masyarakat.mohon disampaikan ke opd atau instansi ygberwenang.segara dilakukan penertiban rombong pkl yang menempati bahu jalan untuk berjualan.kendaraan bermotor menjadi sulit mendapatkan tempat parkir di bahu jalan.pernah terjadi insiden mobil menabrak atap rombong pkl minuman jus.acuan lokasi:jalan raden wijaya, bahu jalan sisi selatan.baratnya resto kuliner chachikey.seberang selatan, depan indomaret raden wijaya.rt.1 rw1, dsn.gatul, ds. Banjaragung,kecpuri.",Sosial,"Judul: Gangguan Rombong Pkl Di Bahu Jalan
Laporan: Selamat pagi.kami laporkan pengaduan masalah ketertiban masyarakat.mohon disampaikan ke opd atau instansi ygberwenang.segara dilakukan penertiban rombong pkl yang menempati bahu jalan untuk berjualan.kendaraan bermotor menjadi sulit mendapatkan tempat parkir di bahu jalan.pernah terjadi insiden mobil menabrak atap rombong pkl minuman jus.acuan lokasi:jalan raden wijaya, bahu jalan sisi selatan.baratnya resto kuliner chachikey.seberang selatan, depan indomaret raden wijaya.rt.1 rw1, dsn.gatul, ds. Banjaragung,kecpuri.",medium,report,"jalan raden wijaya, bahu jalan sisi selatan, rt.1 rw1, dsn.gatul, ds. Banjaragung, kecpuri",rombong pkl di bahu jalan,negatif,Pengaduan rombongan penjual kaki lima mengganggu parkir dan pernah menabrak mobil
8113900,Permintaan data produksi kapal selama setahun,"Pada hari Selasa tanggal 11 Juni 2024, telah hadir di kantor pelayanan, seorang bapak bernama Bayu. Bapak ini bermaksud menanyakan informasi tentang data produksi kapal dalam 1 tahun terakhir.",Administrasi,"Judul: Permintaan data produksi kapal selama setahun
Laporan: Pada hari Selasa tanggal 11 Juni 2024, telah hadir di kantor pelayanan, seorang bapak bernama Bayu. Bapak ini bermaksud menanyakan informasi tentang data produksi kapal dalam 1 tahun terakhir.",low,question,,data produksi kapal dalam 1 tahun terakhir,netral,Pengajuan permintaan data produksi kapal
8116825,Keluhan Pipa Pdam Bocor,Mohon diperbaiki pipa bocor di komplek polayasa blok i lorong 3 dusun lamseunong baru jaya desa kajhu kec.baitussalam kab. aceh besar,Infrastruktur,"Judul: Keluhan Pipa Pdam Bocor
Laporan: Mohon diperbaiki pipa bocor di komplek polayasa blok i lorong 3 dusun lamseunong baru jaya desa kajhu kec.baitussalam kab. aceh besar",medium,complaint,komplek polayasa blok i lorong 3 dusun lamseunong baru jaya desa kajhu kec.baitussalam kab. aceh besar,pipa bocor,negatif,Pipa bocor di komplek polayasa memerlukan perbaikan
8117965,Bantuan Air Bersih,"Bantuan Air bersih untuk warga di Desa Tanggulangin, Kec. Montong Desa Sugihwaras Desa Kumpulrejo, kec. Parengan, Kab. Tuban.",Infrastruktur,"Judul: Bantuan Air Bersih
Laporan: Bantuan Air bersih untuk warga di Desa Tanggulangin, Kec. Montong Desa Sugihwaras Desa Kumpulrejo, kec. Parengan, Kab. Tuban.",medium,report,"Desa Tanggulangin, Kec. Montong Desa Sugihwaras Desa Kumpulrejo, kec. Parengan, Kab. Tuban",Bantuan Air bersih,netral,Pengaduan bantuan air bersih untuk warga di Desa Tanggulangin
8117974,bantuan air bersih,"Bantuan air bersih untuk warga di Desa Sadang - kec. Jatirogo, Kab. Tuban",Infrastruktur,"Judul: bantuan air bersih
Laporan: Bantuan air bersih untuk warga di Desa Sadang - kec. Jatirogo, Kab. Tuban",medium,report,"Desa Sadang - kec. Jatirogo, Kab. Tuban",bantuan air bersih,netral,Pengaduan tentang kebutuhan air bersih di Desa Sadang
8118670,"Jalan Berlubang Besar Di Jl. Tj. Raya 2 Sebelum Lampu Merah Ke Jembatan Kapuas 2, Kec. Sungai Raya, Kab. Kubu Raya, Kalbar","Ditemukan lubang jalan di masing-masing sisi di jl. tanjung raya 2 tepat sebelum lampu merah ke arah jembatan kapuas 2.mohon dibenahi, terima kasih.",Infrastruktur,"Judul: Jalan Berlubang Besar Di Jl. Tj. Raya 2 Sebelum Lampu Merah Ke Jembatan Kapuas 2, Kec. Sungai Raya, Kab. Kubu Raya, Kalbar
Laporan: Ditemukan lubang jalan di masing-masing sisi di jl. tanjung raya 2 tepat sebelum lampu merah ke arah jembatan kapuas 2.mohon dibenahi, terima kasih.",medium,complaint,"jl. tanjung raya 2 sebelum lampu merah ke jembatan kapuas 2, kec. sungai raya, kab. kubu raya, kalbar",lubang jalan,negatif,Lubang di jalan tanjung raya 2 memerlukan perbaikan
8119465,CPNS,"Bapak ibu admin saya izin menanyakan terkait syarat2 berkas untuk pendaftaran formasi cpns pemprov jatim balitbang, pada berkas tes bahasa inggris TOEFL itu kami (pelamar) bisa menggunakan jenis yang mana ya? Mohon bantuannya, terimakasih",Administrasi,"Judul: CPNS
Laporan: Bapak ibu admin saya izin menanyakan terkait syarat2 berkas untuk pendaftaran formasi cpns pemprov jatim balitbang, pada berkas tes bahasa inggris TOEFL itu kami (pelamar) bisa menggunakan jenis yang mana ya? Mohon bantuannya, terimakasih",low,question,,syarat berkas CPNS,netral,Pertanyaan tentang syarat TOEFL untuk CPNS Jatim
8121889,Dokumen Produksi Pangan Olahan Produk Tahu dan Tempe,Apakah produk tempe dan tahu mentah wajib mempunyai dokumen produksi pangan olahan dari BPOM?,Kesehatan,"Judul: Dokumen Produksi Pangan Olahan Produk Tahu dan Tempe
Laporan: Apakah produk tempe dan tahu mentah wajib mempunyai dokumen produksi pangan olahan dari BPOM?",low,question,,dokumen produksi pangan olahan produk tahu dan tempe,netral,Pengaduan bertanya tentang dokumen wajib untuk produk tempe dan tahu mentah.
8122231,Penipuan Online,"Pada tanggal 24 agustus 2024 saya di masukan ke dalam group di telegram dengan nama event tiktok mall, yang mana saya di janjian mendapat komisi dengan cara like video para pedagang yang ada di tiktok mall, misi pertama smpai ketiga saya dapat komisi dengan total 270.000 lalu pada tanggal 25 agustus saya di alihkan ke dalam group gold yang mama saya di iming imingin komisi lebih besar dari sebelum nya. Dengan syarat saya harus transfer sebesar 580.000 untuk saldo awal, dan lanjut saya kembali transfer 2.630.000 untuk pembelian barang fiktif saya transfer karna saya juga di desak salah satu anggota di dalam group yang dia bilang dia sudah dapat komisi dan saya pun tergiur lalu saya setelah saya transfer kalau saya mau uang saya kembali saya harus transfer kembali untuk pembelian barang fiktif sebesar 6.250.000 di tanggal 26 agustus pagi jam 9.20 setelah itu saya sadar bahwa saya telah di tipu, uang saya akan kembali kalau saya sudah transfer kembali dengan nominal 16.000.000, dan saya tidak transfer karna takut kerugian lebih besar. Atas kasus ini saya sudah buat laporan di polresta jambi serta bukti dan dokumen sudah saya serah kan semua ke pihak bank mandiri cabang jambi. Mohon untuk bantuan nya terima kasih",Lainnya,"Judul: Penipuan Online
Laporan: Pada tanggal 24 agustus 2024 saya di masukan ke dalam group di telegram dengan nama event tiktok mall, yang mana saya di janjian mendapat komisi dengan cara like video para pedagang yang ada di tiktok mall, misi pertama smpai ketiga saya dapat komisi dengan total 270.000 lalu pada tanggal 25 agustus saya di alihkan ke dalam group gold yang mama saya di iming imingin komisi lebih besar dari sebelum nya. Dengan syarat saya harus transfer sebesar 580.000 untuk saldo awal, dan lanjut saya kembali transfer 2.630.000 untuk pembelian barang fiktif saya transfer karna saya juga di desak salah satu anggota di dalam group yang dia bilang dia sudah dapat komisi dan saya pun tergiur lalu saya setelah saya transfer kalau saya mau uang saya kembali saya harus transfer kembali untuk pembelian barang fiktif sebesar 6.250.000 di tanggal 26 agustus pagi jam 9.20 setelah itu saya sadar bahwa saya telah di tipu, uang saya akan kembali kalau saya sudah transfer kembali dengan nominal 16.000.000, dan saya tidak transfer karna takut kerugian lebih besar. Atas kasus ini saya sudah buat laporan di polresta jambi serta bukti dan dokumen sudah saya serah kan semua ke pihak bank mandiri cabang jambi. Mohon untuk bantuan nya terima kasih",high,report,,Penipuan online melalui grup Telegram,negatif,Pengaduan penipuan online di grup Telegram
8123812,Tenaga Honorer Pengemudi,"Assalamualaikum,selamat malam admin.nama saya eduward,saya mau melaporkan bahwa saya bekerja di bpmp babel dari tanggal 02 01 2009 sampai tanggal 29 12 2023.tugas saya sebagai pengemudi,pemeliharaan dan perawatan kendaraan dinas.tanggal 01 01 2024 kontrak saya sudah di putus oleh bpmp provinsi kepulauan bangka belitung.sekarang saya sudah di alihdaya (ourtsoucing).mohon bantuan nya terima kasih.wassalam",Administrasi,"Judul: Tenaga Honorer Pengemudi
Laporan: Assalamualaikum,selamat malam admin.nama saya eduward,saya mau melaporkan bahwa saya bekerja di bpmp babel dari tanggal 02 01 2009 sampai tanggal 29 12 2023.tugas saya sebagai pengemudi,pemeliharaan dan perawatan kendaraan dinas.tanggal 01 01 2024 kontrak saya sudah di putus oleh bpmp provinsi kepulauan bangka belitung.sekarang saya sudah di alihdaya (ourtsoucing).mohon bantuan nya terima kasih.wassalam",medium,report,,kontrak tenaga honorer pengemudi di BPMP Babel,negatif,Pengemudi bpmp babel kehilangan kontrak dan alihdaya.
8125795,Parkir Puskesmas,"Parkir bayar berkali-kali, jadi penunggupasien yg opname bayar parkir sehari 3x pagi 2rb, siang 2rb, malam 3rb",Kesehatan,"Judul: Parkir Puskesmas
Laporan: Parkir bayar berkali-kali, jadi penunggupasien yg opname bayar parkir sehari 3x pagi 2rb, siang 2rb, malam 3rb",medium,complaint,,parkir bayar berkali-kali di puskesmas,negatif,Parkir di puskesmas dikenakan biaya berkali-kali
8125882,Pelayanan Poli Gigi,"Mf bgt tp poli giginya astagfirullah bener2 ya, rata2 semua pasien jg mengeluhkan pelayanan di poli gigi.Mungkin bisa diperbaiki.Klo memang gak bisa menangani ya sdh lah kasih surat rujukan ke RS, jgn banyak alasan ini itu.Kemudian ketika data pasien sdh di antar ke kamar poli, sdh dong gibahnya nnti setelah sdh tdk ada pasien silahkan kalian gibah lg gpp kok.Ini pasien sdh nunggu lama taunya di kamar poli gak ada pasien sama sekali ternyata di dlm malah bercanda2, kejadian ini gak sekali saja tp setiap ada keperluan ke poli gigi petugasnya sll sprti itu, membiarkan pasien diluar terlalu lama meskipun data sdh di antar masuk, ketika ditegur kok gak di panggil2, mereka jawab sabar ini masih mempersiapkan alat2 lah pdhl pintu dibuka mereka ketawa2 duduk ngobrol.Nnti saya rekam ya biar adminnya percaya klo pelayanan di poli gigi kacau, seenaknya sendiri.Kerja di bayar buat melayani pasien bukan malah kerja ngobrooooolll terus.Gak mau nulis ulasan tp ini sdh bertahun-tahun poli giginya kayak gini.Klo perlu pasang cctv di dlm kamar poli biar tau kinerja mereka.",Kesehatan,"Judul: Pelayanan Poli Gigi
Laporan: Mf bgt tp poli giginya astagfirullah bener2 ya, rata2 semua pasien jg mengeluhkan pelayanan di poli gigi.Mungkin bisa diperbaiki.Klo memang gak bisa menangani ya sdh lah kasih surat rujukan ke RS, jgn banyak alasan ini itu.Kemudian ketika data pasien sdh di antar ke kamar poli, sdh dong gibahnya nnti setelah sdh tdk ada pasien silahkan kalian gibah lg gpp kok.Ini pasien sdh nunggu lama taunya di kamar poli gak ada pasien sama sekali ternyata di dlm malah bercanda2, kejadian ini gak sekali saja tp setiap ada keperluan ke poli gigi petugasnya sll sprti itu, membiarkan pasien diluar terlalu lama meskipun data sdh di antar masuk, ketika ditegur kok gak di panggil2, mereka jawab sabar ini masih mempersiapkan alat2 lah pdhl pintu dibuka mereka ketawa2 duduk ngobrol.Nnti saya rekam ya biar adminnya percaya klo pelayanan di poli gigi kacau, seenaknya sendiri.Kerja di bayar buat melayani pasien bukan malah kerja ngobrooooolll terus.Gak mau nulis ulasan tp ini sdh bertahun-tahun poli giginya kayak gini.Klo perlu pasang cctv di dlm kamar poli biar tau kinerja mereka.",medium,complaint,,Pelayanan Poli Gigi,negatif,Pasien mengeluhkan pelayanan poli gigi yang buruk dan tidak efisien.
8126245,Antrian pelayanan,"Buruk, kita antri jam 7 untuk dapat dilayani ternyata poli baru buka jam 9 sangat lelet dan asal-asalan, juga sangat susah sekali untuk dapat rujukan ketika kita mau ke RS dengan alasan yg berbelit-belit",Kesehatan,"Judul: Antrian pelayanan
Laporan: Buruk, kita antri jam 7 untuk dapat dilayani ternyata poli baru buka jam 9 sangat lelet dan asal-asalan, juga sangat susah sekali untuk dapat rujukan ketika kita mau ke RS dengan alasan yg berbelit-belit",medium,complaint,,pelayanan poliklinik,negatif,Antrian panjang dan pelayanan lelet di poli
8127826,Permasalahan Login Pada Aplikasi DHE,"Pada Aplikasi DHE, Pelapor tidak dapat melaksanakan absen dengan keterangan versi APK tidak sesuai",Administrasi,"Judul: Permasalahan Login Pada Aplikasi DHE
Laporan: Pada Aplikasi DHE, Pelapor tidak dapat melaksanakan absen dengan keterangan versi APK tidak sesuai",medium,complaint,,Aplikasi DHE versi APK,negatif,Pelapor tidak bisa absen di Aplikasi DHE karena versi APK tidak sesuai.
8130505,sarpras,Seharusnya bagian farmasi kalo memanggil pakek MIC biar terdengar,Kesehatan,"Judul: sarpras
Laporan: Seharusnya bagian farmasi kalo memanggil pakek MIC biar terdengar",low,suggestion,,pemanggilan bagian farmasi,positif,Menyarankan penggunaan MIC untuk memanggil bagian farmasi
8130520,sarpras,"Satpam tidak ada, tempat parkir tidak ada kalo ada kejadian kehilangan gimana ??? Seharusnya dikasih CCTV, terima kasih",Infrastruktur,"Judul: sarpras
Laporan: Satpam tidak ada, tempat parkir tidak ada kalo ada kejadian kehilangan gimana ??? Seharusnya dikasih CCTV, terima kasih",medium,complaint,,keamanan dan tempat parkir,negatif,Laporan mengeluhkan kekurangan satpam dan tempat parkir.
8132266,Aspirasi - SIPA (Surat Izin Praktek Apoteker),"Selamat pagi, maaf ingin bertanya terkait lama pencabutan dan pengurusan SIPA baru ( pergantian SIPA untuk APJ) itu berapa lama nggih? Dan penerbitan SIA juga berapa lama nggih? Terimakasih",Administrasi,"Judul: Aspirasi - SIPA (Surat Izin Praktek Apoteker)
Laporan: Selamat pagi, maaf ingin bertanya terkait lama pencabutan dan pengurusan SIPA baru ( pergantian SIPA untuk APJ) itu berapa lama nggih? Dan penerbitan SIA juga berapa lama nggih? Terimakasih",low,question,,lambatnya pengurusan SIPA dan SIA,netral,Pengaduan terkait lama proses pengurusan SIPA dan SIA.
8132302,Aspirasi - NIB,"Selamat siang, izin bertanya setelah kita daftar OSS, untuk mengecek NIBnya bagaimana nggeh?",Administrasi,"Judul: Aspirasi - NIB
Laporan: Selamat siang, izin bertanya setelah kita daftar OSS, untuk mengecek NIBnya bagaimana nggeh?",low,question,,cara cek NIB setelah daftar OSS,netral,Mengajukan pertanyaan tentang cara memeriksa NIB setelah mendaftar OSS
8141806,Pengurusan izin edar produk makanan,Bagaimana cara pengurusan izin edar produk makanan yaitu bakso ikan tenggiri?,Administrasi,"Judul: Pengurusan izin edar produk makanan
Laporan: Bagaimana cara pengurusan izin edar produk makanan yaitu bakso ikan tenggiri?",low,question,,pengurusan izin edar produk makanan bakso ikan tenggiri,netral,Pengurusan izin edar produk makanan bakso ikan tenggiri
8141851,Tps Di Jangli Tlawah Terjadi Penumpukan Sampah,Tps di jangli tlawah rt 09 rw 05 kec. candisari kel. karanganyar gunung sudah sekitar 7 hari lebih tidak ada petugas yang mengangkut bak sampah menyebabkan banyaknya tumpukan sampah di area tps menimbulkan bau yang tidak sedap dan mengganggu kesehatan karena tps berada di pemukiman warga. tolong untuk dinas terkait agar di tindak lanjuti dan tiap2 tps lebih di perhatikan untuk jadwal pengangkutan sampah agar tidak ada sampah yg menumpuk!!,Lingkungan,"Judul: Tps Di Jangli Tlawah Terjadi Penumpukan Sampah
Laporan: Tps di jangli tlawah rt 09 rw 05 kec. candisari kel. karanganyar gunung sudah sekitar 7 hari lebih tidak ada petugas yang mengangkut bak sampah menyebabkan banyaknya tumpukan sampah di area tps menimbulkan bau yang tidak sedap dan mengganggu kesehatan karena tps berada di pemukiman warga. tolong untuk dinas terkait agar di tindak lanjuti dan tiap2 tps lebih di perhatikan untuk jadwal pengangkutan sampah agar tidak ada sampah yg menumpuk!!",high,report,TPS di Jangli Tlawah RT 09 RW 05 Kec. Candisari Kel. Karanganyar Gunung,Penumpukan sampah di TPS,negatif,"TPS terus menumpuk sampah, bau tidak sedap, mengganggu kesehatan warga"
8143642,Tidak Bisa Membayar Iuran Pdam,"Aduan pdam tidak bisa melakukan pembayaran karena billing tidak tersedia, no ipel: 07001281 a.n dadang isiwiro , alamat perumahan griyo wage asri 1 blok l no 5, no pelapor : 081330481964. mohon bantuannya terimakasih",Infrastruktur,"Judul: Tidak Bisa Membayar Iuran Pdam
Laporan: Aduan pdam tidak bisa melakukan pembayaran karena billing tidak tersedia, no ipel: 07001281 a.n dadang isiwiro , alamat perumahan griyo wage asri 1 blok l no 5, no pelapor : 081330481964. mohon bantuannya terimakasih",medium,complaint,Perumahan Griyo Wage Asri 1 Blok L No 5,Billing PDAM tidak tersedia,negatif,"Pelanggan tidak bisa membayar iuran PDAM, billing tidak tersedia."
8152756,Pelayanan Puskesmas Yang Buruk Dan Tidak Memuaskan,"Puskesmas ulakan yang beralamat di jl. Syekh burhanuddin no.76, ulakan, kec. Ulakan tapakis, kabupaten padang pariaman, sumatera barat 25571pelayanannya buruk dan sungguh mengecewakan, petugasnya omongannya judes, sombong, dan tidak ramah. Dimohon kepada pihak dan lembaga yang berwenang dan terkait agar dapat menangani dan memberi arahan kepada petugas puskesmas di ulakan agar melayani pasien dan masyarakat lebih sopan,beretika dan bertutur kata yang baik kepada pasien dan masyarakat, agar masyarakat lebih senang berobat disana.terimakasih",Kesehatan,"Judul: Pelayanan Puskesmas Yang Buruk Dan Tidak Memuaskan
Laporan: Puskesmas ulakan yang beralamat di jl. Syekh burhanuddin no.76, ulakan, kec. Ulakan tapakis, kabupaten padang pariaman, sumatera barat 25571pelayanannya buruk dan sungguh mengecewakan, petugasnya omongannya judes, sombong, dan tidak ramah. Dimohon kepada pihak dan lembaga yang berwenang dan terkait agar dapat menangani dan memberi arahan kepada petugas puskesmas di ulakan agar melayani pasien dan masyarakat lebih sopan,beretika dan bertutur kata yang baik kepada pasien dan masyarakat, agar masyarakat lebih senang berobat disana.terimakasih",medium,complaint,"Puskesmas Ulakan, Jl. Syekh Burhanuddin No.76, Kec. Ulakan Tapakis, Kabupaten Padang Pariaman, Sumatera Barat",pelayanan petugas puskesmas,negatif,Pelayanan petugas puskesmas di Ulakan buruk dan sombong.
8152765,Pelayanan Yang Buruk Dan Staff Di Kantor Wali Nagari Manggopoh Palak Gadang Ulakan Yang Kurang Ramah Dan Tidak Patut,"Untuk kantor wali nagari manggopoh palak gadang yang beralamat di ulakan, kec. ulakan tapakis, kabupaten padang pariaman, sumatera barat 2557, saya mohon untuk pelayanannya lebih ditingkatkan.saya ingin melaporkan kalau staff yang bekerja di kantor wali nagari disini pelayanannya tidak ramah dan membuat jengkel masyarakat. petugas atau staff yang bekerja di kantor ini sikapnya banyak yang sombong, dan ada beberapa oknum staff yang bekerja dikantor tersebut yang seolah-olah merasa paling berkuasa, sehingga membeda-bedakan dan merasa kalau dirinya derajatnya sudah tinggi. padahal hanya makan gaji buta,kerja cuman santai-santai saja tapi sudah merasa tinggi derajat. saya tidak suka dengan staff atau karyawan seperti itu,lebih baik diberhentikan saja.saya pernah mengurus administrasi pada kantor wali nagari tersebut, tapi staff nya tidak mengacuhkan atau menghiraukan, malah senyum sinis seakan mencemoohkan dan menertawakan, malah banyak komplein.kemudian untuk memberikan bantuan seperti bantuan sosial(blt) atau pkh juga dibeda-bedakan sekehendak hatinya sendirijadi saya merasa staff yang bekerja di kantor wali nagari manggopoh palak gadang tersebut tidak memberikan pelayanan yang maksimal. untuk staff yang bekerja disanapun banyak terlibat orang dalam supaya untuk bisa bekerja disana, tidak berdasarkan potensi dan keahlian atau di seleksi.saya mohon kepada pihak,lembaga dan instansi yang terlibat dalam pemantauan kantor wali nagari, agar memberhentikan staff seperti itu, bikin sakit hati, baru sudah menjadi staff di kantor wali nagari, tapi gayanya sudah sok dan sombong.terimakasih",Administrasi,"Judul: Pelayanan Yang Buruk Dan Staff Di Kantor Wali Nagari Manggopoh Palak Gadang Ulakan Yang Kurang Ramah Dan Tidak Patut
Laporan: Untuk kantor wali nagari manggopoh palak gadang yang beralamat di ulakan, kec. ulakan tapakis, kabupaten padang pariaman, sumatera barat 2557, saya mohon untuk pelayanannya lebih ditingkatkan.saya ingin melaporkan kalau staff yang bekerja di kantor wali nagari disini pelayanannya tidak ramah dan membuat jengkel masyarakat. petugas atau staff yang bekerja di kantor ini sikapnya banyak yang sombong, dan ada beberapa oknum staff yang bekerja dikantor tersebut yang seolah-olah merasa paling berkuasa, sehingga membeda-bedakan dan merasa kalau dirinya derajatnya sudah tinggi. padahal hanya makan gaji buta,kerja cuman santai-santai saja tapi sudah merasa tinggi derajat. saya tidak suka dengan staff atau karyawan seperti itu,lebih baik diberhentikan saja.saya pernah mengurus administrasi pada kantor wali nagari tersebut, tapi staff nya tidak mengacuhkan atau menghiraukan, malah senyum sinis seakan mencemoohkan dan menertawakan, malah banyak komplein.kemudian untuk memberikan bantuan seperti bantuan sosial(blt) atau pkh juga dibeda-bedakan sekehendak hatinya sendirijadi saya merasa staff yang bekerja di kantor wali nagari manggopoh palak gadang tersebut tidak memberikan pelayanan yang maksimal. untuk staff yang bekerja disanapun banyak terlibat orang dalam supaya untuk bisa bekerja disana, tidak berdasarkan potensi dan keahlian atau di seleksi.saya mohon kepada pihak,lembaga dan instansi yang terlibat dalam pemantauan kantor wali nagari, agar memberhentikan staff seperti itu, bikin sakit hati, baru sudah menjadi staff di kantor wali nagari, tapi gayanya sudah sok dan sombong.terimakasih",medium,complaint,"Kantor Wali Nagari Manggopoh Palak Gadang Ulakan, Kec. Ulakan Tapakis, Kabupaten Padang Pariaman, Sumatera Barat",Pelayanan dan sikap staff di kantor wali nagari,negatif,Laporan tentang pelayanan buruk dan sikap staff sombong di kantor Wali Nagari
8157799,KK online,Bisakah KK online? Mohon infonya pak bu,Administrasi,"Judul: KK online
Laporan: Bisakah KK online? Mohon infonya pak bu",low,question,,KK online,netral,Pengguna bertanya tentang kemungkinan KK online
8157805,Akta kelahiran,Pak bu bagaimana cara urus akta kelahiran untuk orang dewasa? Terima kasih,Administrasi,"Judul: Akta kelahiran
Laporan: Pak bu bagaimana cara urus akta kelahiran untuk orang dewasa? Terima kasih",low,question,,urusan akta kelahiran untuk orang dewasa,netral,Pertanyaan tentang cara urus akta kelahiran
8160673,Permasalahan Sungai,"Mohon izin melaporkan enceng gondok yang memenuhi sungai di watutulis prambon, mohon bantuannya",Lingkungan,"Judul: Permasalahan Sungai
Laporan: Mohon izin melaporkan enceng gondok yang memenuhi sungai di watutulis prambon, mohon bantuannya",medium,report,watutulis prambon,enceng gondok di sungai,netral,Enceng gondok memenuhi sungai di watutulis prambon
8163649,Cor Jalan Rusak,"Mohon untuk pemprov membantu pemkab pemalang untuk melakukan pengecoran (beton 20-30cm) di gg. Kenanga 2, balutan, purwoharjo, kec. Comal, kabupaten pemalang, jawa tengah 52363 10 tahun rusak hanya di tambal batu2 yg tidak rata, apakah pejabat setempat punya mata terkait jalan rusak ini? Padahal di gang ini sering di lalui banyak orang dan jalan alternati",Infrastruktur,"Judul: Cor Jalan Rusak
Laporan: Mohon untuk pemprov membantu pemkab pemalang untuk melakukan pengecoran (beton 20-30cm) di gg. Kenanga 2, balutan, purwoharjo, kec. Comal, kabupaten pemalang, jawa tengah 52363 10 tahun rusak hanya di tambal batu2 yg tidak rata, apakah pejabat setempat punya mata terkait jalan rusak ini? Padahal di gang ini sering di lalui banyak orang dan jalan alternati",medium,complaint,"gg. Kenanga 2, balutan, purwoharjo, kec. Comal, kabupaten pemalang, jawa tengah",jalan yang rusak,negatif,Jalan di gang Kenanga 2 rusak sudah 10 tahun
8168068,Tidak Meratanya Bantuan Dari Pemerintah,Bantuan dari pemerintah di kelurahan bojongbata rt.01 rw.06 yang mendapatkan hanya keluarga rt rw atau masyarakat di dekat tempat tinggal rt rw.kami yang rumahnya agak jauh dari tempat tinggal mereka dari dulu belum pernah merasakan bantuan dari pemerintah dalam bentuk apapun.,Sosial,"Judul: Tidak Meratanya Bantuan Dari Pemerintah
Laporan: Bantuan dari pemerintah di kelurahan bojongbata rt.01 rw.06 yang mendapatkan hanya keluarga rt rw atau masyarakat di dekat tempat tinggal rt rw.kami yang rumahnya agak jauh dari tempat tinggal mereka dari dulu belum pernah merasakan bantuan dari pemerintah dalam bentuk apapun.",medium,complaint,kelurahan bojongbata rt.01 rw.06,meratanya distribusi bantuan pemerintah,negatif,Masyarakat di luar RT/RW tidak mendapat bantuan pemerintah
8173426,Pelayanan Kantor Camat Sungai Kakap Sangat Lama Dan Berbelit-Belit,Saya datang untuk cetak ktp. Dihari itu dokumen belum lengkap. Kemarin hari kamis saya dtg tapi petugas bilang blangko kosong disurruh dtg besok pagi jam 8 tadi saya udah kesana petugasyg cetak ktp tidak ada disuruh dtg jam 2 siang sudah sampe dikantor camat kakap jam 2 petugas blm dtg dan petugas lain blg belum tentu petugasnya dtg. Ini hari kerja jam kerja kok tidak ada petugas tolong di perbaiki dan buang waktu,Administrasi,"Judul: Pelayanan Kantor Camat Sungai Kakap Sangat Lama Dan Berbelit-Belit
Laporan: Saya datang untuk cetak ktp. Dihari itu dokumen belum lengkap. Kemarin hari kamis saya dtg tapi petugas bilang blangko kosong disurruh dtg besok pagi jam 8 tadi saya udah kesana petugasyg cetak ktp tidak ada disuruh dtg jam 2 siang sudah sampe dikantor camat kakap jam 2 petugas blm dtg dan petugas lain blg belum tentu petugasnya dtg. Ini hari kerja jam kerja kok tidak ada petugas tolong di perbaiki dan buang waktu",medium,complaint,Kantor Camat Sungai Kakap,Pelayanan cetak KTP yang lambat dan tidak terstruktur,negatif,"Pelayanan cetak KTP lama, berbelit-belit"
8174509,Pengemis Di Jalan,"Tolong dilakukan pembinaan kepada pengemis di jalan dekat lampu merah daerah medaeng, kecamatan waru, kabupaten sidoarjo.",Sosial,"Judul: Pengemis Di Jalan
Laporan: Tolong dilakukan pembinaan kepada pengemis di jalan dekat lampu merah daerah medaeng, kecamatan waru, kabupaten sidoarjo.",medium,suggestion,"jalan dekat lampu merah daerah medaeng, kecamatan waru, kabupaten sidoarjo",pengemis,netral,Saran pembinaan pengemis di jalan
8177011,Air Pdam Tidak Selalu Ada. Hanya 2 Hari 1X Saja.,"Kenapa air pdam tidak selalu ada 24 jam? lokasi di jalan wahid hasyim, rt 08 rw 07, kelurahan babakan asih, kecamatan bojongloa kaler, 40232.hanya frekuensi sekitar 2 hari sekali baru ada airnya. dan itupun di jam2 tertentu saja.",Infrastruktur,"Judul: Air Pdam Tidak Selalu Ada. Hanya 2 Hari 1X Saja.
Laporan: Kenapa air pdam tidak selalu ada 24 jam? lokasi di jalan wahid hasyim, rt 08 rw 07, kelurahan babakan asih, kecamatan bojongloa kaler, 40232.hanya frekuensi sekitar 2 hari sekali baru ada airnya. dan itupun di jam2 tertentu saja.",medium,complaint,"jalan wahid hasyim, rt 08 rw 07, kelurahan babakan asih, kecamatan bojongloa kaler, 40232",air pdam yang tidak selalu ada,negatif,Air pdam hanya datang 2 hari sekali
